Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Olympic Sculpture Park, Seattle","Michael Manfredi, Marion Weiss","42566, 42567","(American) (American, born 1957)",(American) (American),(0) (1957),(0) (0),(male) (female),2001,Charcoal and photo collage on paper,"11 x 17"" (27.9 x 43.2 cm)",Gift of the architects,1727.2012.1,Architecture,Architecture & Design,2012-10-15,Y,163993,https://www.moma.org/collection/works/163993,https://www.moma.org/media/W1siZiIsIjI2MzM3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5c3669c40cb69456,,,,,27.9400558801,,,43.1800863602,,
"Olympic Sculpture Park, Seattle","Michael Manfredi, Marion Weiss","42566, 42567","(American) (American, born 1957)",(American) (American),(0) (1957),(0) (0),(male) (female),2001,Charcoal and photo collage on paper,"11 x 17"" (27.9 x 43.2 cm)",Gift of the architects,1727.2012.2,Architecture,Architecture & Design,2012-10-15,Y,163994,https://www.moma.org/collection/works/163994,https://www.moma.org/media/W1siZiIsIjI2MzM3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4e93416e0decc2fe,,,,,27.9400558801,,,43.1800863602,,
"Olympic Sculpture Park, Seattle","Michael Manfredi, Marion Weiss","42566, 42567","(American) (American, born 1957)",(American) (American),(0) (1957),(0) (0),(male) (female),2001,Charcoal and photo collage on paper,"11 x 17"" (27.9 x 43.2 cm)",Gift of the architects,1727.2012.3,Architecture,Architecture & Design,2012-10-15,Y,163995,https://www.moma.org/collection/works/163995,https://www.moma.org/media/W1siZiIsIjI2MzM3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a58fe89dbb6cac7d,,,,,27.9400558801,,,43.1800863602,,
"Olympic Sculpture Park, Seattle","Michael Manfredi, Marion Weiss","42566, 42567","(American) (American, born 1957)",(American) (American),(0) (1957),(0) (0),(male) (female),2001,Charcoal and photo collage on paper,"11 x 17"" (27.9 x 43.2 cm)",Gift of the architects,1727.2012.4,Architecture,Architecture & Design,2012-10-15,Y,163996,https://www.moma.org/collection/works/163996,https://www.moma.org/media/W1siZiIsIjI2MzM3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8874fcc0be574184,,,,,27.9400558801,,,43.1800863602,,
"Olympic Sculpture Park, Seattle","Michael Manfredi, Marion Weiss","42566, 42567","(American) (American, born 1957)",(American) (American),(0) (1957),(0) (0),(male) (female),2001,Charcoal and photo collage on paper,"11 x 17"" (27.9 x 43.2 cm)",Gift of the architects,1727.2012.5,Architecture,Architecture & Design,2012-10-15,Y,163997,https://www.moma.org/collection/works/163997,https://www.moma.org/media/W1siZiIsIjI2MzM3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0b372d8e2f1b6cf8,,,,,27.9400558801,,,43.1800863602,,
"Oro Azul Pavilion, Feria Anual de la Industria Argentina, Buenos Aires, Argentina","Mario Gandelsonas, Diana Agrest","44767, 44768","(American, born Argentina, 1938) (American, born Argentina, 1945)",(American) (American),(1938) (1945),(0) (0),(male) (female),1969,Photograph,,Gift of Mario Gandelsonas and Diana Agrest,299.2014.13,Architecture,Architecture & Design,2014-05-19,N,175380,,,,,,,0.0,,,0.0,,
"Oro Azul Pavilion, Feria Anual de la Industria Argentina, Buenos Aires, Argentina","Mario Gandelsonas, Diana Agrest","44767, 44768","(American, born Argentina, 1938) (American, born Argentina, 1945)",(American) (American),(1938) (1945),(0) (0),(male) (female),1969,Photograph,,Gift of Mario Gandelsonas and Diana Agrest,299.2014.12,Architecture,Architecture & Design,2014-05-19,N,175379,,,,,,,0.0,,,0.0,,
"Oro Azul Pavilion, Feria Anual de la Industria Argentina, Buenos Aires, Argentina","Mario Gandelsonas, Diana Agrest","44767, 44768","(American, born Argentina, 1938) (American, born Argentina, 1945)",(American) (American),(1938) (1945),(0) (0),(male) (female),1969,Photograph,,Gift of Mario Gandelsonas and Diana Agrest,299.2014.11,Architecture,Architecture & Design,2014-05-19,N,175378,,,,,,,0.0,,,0.0,,
"Oro Azul Pavilion, Feria Anual de la Industria Argentina, Buenos Aires, Argentina","Mario Gandelsonas, Diana Agrest","44767, 44768","(American, born Argentina, 1938) (American, born Argentina, 1945)",(American) (American),(1938) (1945),(0) (0),(male) (female),1969,Photograph,,Gift of Mario Gandelsonas and Diana Agrest,299.2014.10,Architecture,Architecture & Design,2014-05-19,N,175377,,,,,,,0.0,,,0.0,,
"Oro Azul Pavilion, Feria Anual de la Industria Argentina, Buenos Aires, Argentina","Mario Gandelsonas, Diana Agrest","44767, 44768","(American, born Argentina, 1938) (American, born Argentina, 1945)",(American) (American),(1938) (1945),(0) (0),(male) (female),1969,Photograph,,Gift of Mario Gandelsonas and Diana Agrest,299.2014.7,Architecture,Architecture & Design,2014-05-19,N,175374,,,,,,,0.0,,,0.0,,
"Oro Azul Pavilion, Feria Anual de la Industria Argentina, Buenos Aires, Argentina","Mario Gandelsonas, Diana Agrest","44767, 44768","(American, born Argentina, 1938) (American, born Argentina, 1945)",(American) (American),(1938) (1945),(0) (0),(male) (female),1969,Photograph,,Gift of Mario Gandelsonas and Diana Agrest,299.2014.8,Architecture,Architecture & Design,2014-05-19,N,175375,,,,,,,0.0,,,0.0,,
"Oro Azul Pavilion, Feria Anual de la Industria Argentina, Buenos Aires, Argentina","Mario Gandelsonas, Diana Agrest","44767, 44768","(American, born Argentina, 1938) (American, born Argentina, 1945)",(American) (American),(1938) (1945),(0) (0),(male) (female),1969,Photograph,,Gift of Mario Gandelsonas and Diana Agrest,299.2014.6,Architecture,Architecture & Design,2014-05-19,N,175373,,,,,,,0.0,,,0.0,,
"Oro Azul Pavilion, Feria Anual de la Industria Argentina, Buenos Aires, Argentina","Mario Gandelsonas, Diana Agrest","44767, 44768","(American, born Argentina, 1938) (American, born Argentina, 1945)",(American) (American),(1938) (1945),(0) (0),(male) (female),1969,Photograph,,Gift of Mario Gandelsonas and Diana Agrest,299.2014.5,Architecture,Architecture & Design,2014-05-19,N,175372,,,,,,,0.0,,,0.0,,
"Oro Azul Pavilion, Feria Anual de la Industria Argentina, Buenos Aires, Argentina","Mario Gandelsonas, Diana Agrest","44767, 44768","(American, born Argentina, 1938) (American, born Argentina, 1945)",(American) (American),(1938) (1945),(0) (0),(male) (female),1969,Photograph,,Gift of Mario Gandelsonas and Diana Agrest,299.2014.9,Architecture,Architecture & Design,2014-05-19,N,175376,,,,,,,0.0,,,0.0,,
Oasis no. 7,"Haus-Rucker-Co, Günter Zamp Kelp, Laurids Ortner, Manfred Ortner, Klaus Pinter","8412, 8413, 7561, 7562, 8414","(Austrian, est. 1967–1992) (Austrian, born 1941) (Austrian, born 1941) (Austrian, born 1943) (Austrian, born 1940)",(Austrian) (Austrian) (Austrian) (Austrian) (Austrian),(1967) (1941) (1941) (1943) (1940),(1992) (0) (0) (0) (0),() (male) (male) (male) (male),1972,Photocollage and pencil on paper,"23 5/8 x 31 1/2"" (60 x 80 cm)",Committee on Architecture and Design Funds,684.2014.2,Architecture,Architecture & Design,2014-10-06,Y,185730,https://www.moma.org/collection/works/185730,https://www.moma.org/media/W1siZiIsIjMzNzY0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3f15181711c2eb4d,,,,,60.0,,,80.0,,
"Fate, San Fernando, Buenos Aires, Argentina","Flora Manteola, Javier Sánchez Gómez, Josefa Santos, Justo Solsona, Carlos Sallaberry","44160, 44161, 44162, 44163, 46149","(Argentine, born 1936) (Argentine, born 1936) (Argentine, born 1931) (Argentine, born 1931) (Argentine)",(Argentine) (Argentine) (Argentine) (Argentine) (Argentine),(1936) (1936) (1931) (1931) (0),(0) (0) (0) (0) (0),(female) (male) (female) (male) (male),1985,photographs,various,Gift of MSGSSS,749.2014.1-6,Architecture,Architecture & Design,2014-10-06,N,187515,,,,,,,,,,,,
"Barrio Piedrabuena, Buenos Aires, Argentina","Flora Manteola, Javier Sánchez Gómez, Josefa Santos, Justo Solsona, Carlos Sallaberry, Rafael Viñoly, Felipe Tarsitano","44160, 44161, 44162, 44163, 46149, 7229, 46151","(Argentine, born 1936) (Argentine, born 1936) (Argentine, born 1931) (Argentine, born 1931) (Argentine) (American, born Uruguay 1944) (Argentine)",(Argentine) (Argentine) (Argentine) (Argentine) (Argentine) (American) (Argentine),(1936) (1936) (1931) (1931) (0) (1944) (0),(0) (0) (0) (0) (0) (0) (0),(female) (male) (female) (male) (male) (male) (male),1974,photographs,various,Gift of MSGSSS,747.2014.1-10,Architecture,Architecture & Design,2014-10-06,N,187511,,,,,,,,,,,,
"Casa La Villa, La Dehesa, Chile",Juan Baixas,45185,"(Chilean, born 1942)",(Chilean),(1942),(0),(male),1980,Photo collage on paper,"8 1/2 x 12 3/4"" (21.6 x 32.4 cm)",Gift of the Juan Ignacio Baixas Archive,729.2014.7,Architecture,Architecture & Design,2014-10-06,Y,184891,https://www.moma.org/collection/works/184891,https://www.moma.org/media/W1siZiIsIjMzMTMxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=992a042e8ea3656d,,,,,21.5900431801,,,32.3850647701,,
"Stadthalle in Weissenfels, project",Günter Günschel,45585,"(German, 1928–2008)",(German),(1928),(2008),(male),1957,Photocollage,"6 3/8 x 9"" (16.2 x 22.9 cm)",Gift of Barbara Günschel,681.2014,Architecture,Architecture & Design,2014-10-06,Y,179620,https://www.moma.org/collection/works/179620,https://www.moma.org/media/W1siZiIsIjMzMTI1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fe9aba4f0ecdecca,,,,,16.1925323851,,,22.8600457201,,
"Casa La Villa, La Dehesa, Chile",Juan Baixas,45185,"(Chilean, born 1942)",(Chilean),(1942),(0),(male),1980,Photocopy,".a: 8 1/2 x 13"" (21.6 x 33 cm)
.b: 5 1/2 x 8 1/2"" (14 x 21.6 cm)",Gift of the Juan Ignacio Baixas Archive,668.2014.5a-b,Architecture,Architecture & Design,2014-10-06,Y,184874,https://www.moma.org/collection/works/184874,https://www.moma.org/media/W1siZiIsIjMzMDk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dc882fb1172b577b,,,,,21.5900431801,,,33.0200660401,,
"Cementerio de la Ciudad Abierta, Ritoque, Chile",Juan Baixas,45185,"(Chilean, born 1942)",(Chilean),(1942),(0),(male),1975,Bound book with photographs,"13 5/8 x 11 3/4"" (34.6 x 29.8 cm)",Gift of the Juan Ignacio Baixas Archive,666.2014.37,Architecture,Architecture & Design,2014-10-06,Y,184858,https://www.moma.org/collection/works/184858,https://www.moma.org/media/W1siZiIsIjMzMDk0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=910c784dc3e3e196,,,,,34.6075692151,,,29.8450596901,,
"Casa La Villa, La Dehesa, Chile",Juan Baixas,45185,"(Chilean, born 1942)",(Chilean),(1942),(0),(male),1980,Photo collage with pencil on paper,".a: 8 1/2 x 12 3/4"" (21.6 x 32.4 cm)
.b: 4 3/4 x 14 1/4"" (12.1 x 36.2 cm) irreg.",Gift of the Juan Ignacio Baixas Archive,729.2014.4a-b,Architecture,Architecture & Design,2014-10-06,Y,184879,https://www.moma.org/collection/works/184879,https://www.moma.org/media/W1siZiIsIjMzMTUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=669fa2cbc72a725b,,,,,21.5900431801,,,32.3850647701,,
Virtual Interior MoMA white,Annett Zinsmeister,47075,"(German, born 1967)",(German),(1967),(0),(female),2007/2015,Photographic installation,Dimensions vary,Committee on Architecture and Design Funds,91.2015.2,Architecture,Architecture & Design,2015-03-02,Y,188450,https://www.moma.org/collection/works/188450,https://www.moma.org/media/W1siZiIsIjMzMTYyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eb6648c48f74fce4,,,,,,,,,,
Emergency Temporary Shelter,"Better Shelter, Sweden",49237,"(Swedish, est. 2010)",(Swedish),(2010),(0),(),2010,"Steel frame, polyolefin envelope, polypropylene, polyamide and ABS plastic components, photovoltaics","223 5/8 × 130 11/16 × 111 7/16"" (568 × 332 × 283 cm)",Gift of Better Shelter,116.2016,Architecture,Architecture & Design,2016-02-22,Y,200325,https://www.moma.org/collection/works/200325,https://www.moma.org/media/W1siZiIsIjQyNDIwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f948eadd7759d517,,,283.0,,568.0,,,332.0,,
"Aeronautical Museum, Belgrade, Serbia","Valentin Jeck, Ivan Štraus","69800, 67097","(Swiss, born 1964) (Bosnian, 1928–2018)",(Swiss) (Bosnian),(1964) (1928),(0) (2018),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.7,Architecture,Architecture & Design,2018-10-15,Y,296621,https://www.moma.org/collection/works/296621,https://www.moma.org/media/W1siZiIsIjQ3Njk1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=078ec5d363e9c264,,,,,,,,,,
"West Gate of Belgrade (Genex Tower), Belgrade, Serbia","Valentin Jeck, Mihajlo Mitrović","69800, 68205","(Swiss, born 1964) (born 1922)",(Swiss) (),(1964) (1922),(0) (0),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.8,Architecture,Architecture & Design,2018-10-15,Y,296622,https://www.moma.org/collection/works/296622,https://www.moma.org/media/W1siZiIsIjQ3Njk1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a3c1e4fe93aa3b6a,,,,,,,,,,
"""Danube Flower"" restaurant, Belgrade, Serbia","Valentin Jeck, Ivan Antić","69800, 68046","(Swiss, born 1964) (1923–2005)",(Swiss) (),(1964) (1923),(0) (2005),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.9,Architecture,Architecture & Design,2018-10-15,Y,296623,https://www.moma.org/collection/works/296623,https://www.moma.org/media/W1siZiIsIjQ3Njk1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4609ddddfdb15d5d,,,,,,,,,,
"Sava Center, Belgrade, Serbia","Valentin Jeck, Stojan Maksimović","69800, 68207","(Swiss, born 1964) (born 1934)",(Swiss) (),(1964) (1934),(0) (0),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.10,Architecture,Architecture & Design,2018-10-15,Y,296624,https://www.moma.org/collection/works/296624,https://www.moma.org/media/W1siZiIsIjQ3NjkxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=05302389d33117f7,,,,,,,,,,
"Apartment Building of the Military Directorate, Zagreb, Croatia (Interior view of the staircase)","Valentin Jeck, Drago Galić","69800, 67479","(Swiss, born 1964) (1907–1992)",(Swiss) (),(1964) (1907),(0) (1992),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.12,Architecture,Architecture & Design,2018-10-15,Y,296625,https://www.moma.org/collection/works/296625,https://www.moma.org/media/W1siZiIsIjQ3NjkxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ef0d2750a485e114,,,,,,,,,,
"Apartment Building of the Military Directorate, Zagreb, Croatia","Valentin Jeck, Drago Galić","69800, 67479","(Swiss, born 1964) (1907–1992)",(Swiss) (),(1964) (1907),(0) (1992),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.13,Architecture,Architecture & Design,2018-10-15,Y,296626,https://www.moma.org/collection/works/296626,https://www.moma.org/media/W1siZiIsIjQ3NjkxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=33058255dffa4f0e,,,,,,,,,,
"Battle of the Sutjeska Memorial Center, Tjentište, Bosnia and Herzegovina","Valentin Jeck, Ranko Radović","69800, 67443","(Swiss, born 1964) (1935–2005)",(Swiss) (),(1964) (1935),(0) (2005),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.27,Architecture,Architecture & Design,2018-10-15,Y,296627,https://www.moma.org/collection/works/296627,https://www.moma.org/media/W1siZiIsIjQ3NjkzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4b36fa8773fa237d,,,,,,,,,,
"Necropolis for the Victims of Fascism, Novi Travnik, Bosnia and Herzegovina","Valentin Jeck, Bogdan Bogdanović","69800, 67233","(Swiss, born 1964) (Serbian, 1922–2010)",(Swiss) (Serbian),(1964) (1922),(0) (2010),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.28,Architecture,Architecture & Design,2018-10-15,Y,296628,https://www.moma.org/collection/works/296628,https://www.moma.org/media/W1siZiIsIjQ3NjkzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=207e772b395c907e,,,,,,,,,,
"National and University Library of Kosovo, Pristina, Kosovo","Valentin Jeck, Andrija Mutnjaković","69800, 67482","(Swiss, born 1964) (Croatian, born 1929)",(Swiss) (Croatian),(1964) (1929),(0) (0),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.30,Architecture,Architecture & Design,2018-10-15,Y,296629,https://www.moma.org/collection/works/296629,https://www.moma.org/media/W1siZiIsIjQ3NjkzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e62842e6a0045758,,,,,,,,,,
"Haludovo Hotel complex, Malinska, Krk, Croatia","Valentin Jeck, Boris Magaš","69800, 67481","(Swiss, born 1964) (1930–2013)",(Swiss) (),(1964) (1930),(0) (2013),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.32,Architecture,Architecture & Design,2018-10-15,Y,296631,https://www.moma.org/collection/works/296631,https://www.moma.org/media/W1siZiIsIjQ3NjkzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e6eaf7dff47bc33c,,,,,,,,,,
Untitled (Yugoslav Architecture),Valentin Jeck,69800,"(Swiss, born 1964)",(Swiss),(1964),(0),(male),2016,six photographs and thirty-nine digital photographs,dims vary,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.1-45,Architecture,Architecture & Design,2018-10-15,N,292855,,,,,,,,,,,,
"Hotel Adriatic II, Opatija, Croatia","Valentin Jeck, Branko Žnidarec","69800, 67966","(Swiss, born 1964) (born 1937)",(Swiss) (),(1964) (1937),(0) (0),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.33,Architecture,Architecture & Design,2018-10-15,Y,296632,https://www.moma.org/collection/works/296632,https://www.moma.org/media/W1siZiIsIjQ3NjkzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4a6a6a118dfa9e1d,,,,,,,,,,
"Stoteks Department Store, Novi Sad, Serbia","Valentin Jeck, Milan Mihelič","69800, 49864","(Swiss, born 1964) (born 1925)",(Swiss) (),(1964) (1925),(0) (0),(male) (),2016,digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.41,Architecture,Architecture & Design,2018-10-15,Y,296634,https://www.moma.org/collection/works/296634,https://www.moma.org/media/W1siZiIsIjQ3Njk0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=001c65904d4df9a5,,,,,,,,,,
"Monument to the Revolution of the people of Moslavina, Podgarić, Croatia","Valentin Jeck, Dušan Džamonja","69800, 1669","(Swiss, born 1964) (Croatian, 1928 – 2009)",(Swiss) (Croatian),(1964) (1928),(0) (2009),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.43,Architecture,Architecture & Design,2018-10-15,Y,296635,https://www.moma.org/collection/works/296635,https://www.moma.org/media/W1siZiIsIjQ3Njk1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=051dff09a21f69fb,,,,,,,,,,
"Hotel Adriatic II, Opatija, Croatia","Valentin Jeck, Branko Žnidarec","69800, 67966","(Swiss, born 1964) (born 1937)",(Swiss) (),(1964) (1937),(0) (0),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.44,Architecture,Architecture & Design,2018-10-15,Y,296636,https://www.moma.org/collection/works/296636,https://www.moma.org/media/W1siZiIsIjQ3Njk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6b3064e2bf0a0d7f,,,,,,,,,,
"West Gate of Belgrade (Genex Tower), Belgrade, Serbia","Valentin Jeck, Mihajlo Mitrović","69800, 68205","(Swiss, born 1964) (born 1922)",(Swiss) (),(1964) (1922),(0) (0),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.45,Architecture,Architecture & Design,2018-10-15,Y,296637,https://www.moma.org/collection/works/296637,https://www.moma.org/media/W1siZiIsIjQ3Njk1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b0adb990d42707c3,,,,,,,,,,
"Medical High School, Skopje, Macedonia","Valentin Jeck, Janko Konstantinov","69800, 49951","(Swiss, born 1964) (Macedonian, 1926–2010)",(Swiss) (Macedonian),(1964) (1926),(0) (2010),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.15,Architecture,Architecture & Design,2018-10-15,Y,296644,https://www.moma.org/collection/works/296644,https://www.moma.org/media/W1siZiIsIjQ3NjkxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=746d0e550f707475,,,,,,,,,,
"Hotel Creina, Kranj, Slovenia","Valentin Jeck, Edvard Ravnikar","69800, 49855","(Swiss, born 1964) (1907–1993)",(Swiss) (),(1964) (1907),(0) (1993),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.21,Architecture,Architecture & Design,2018-10-15,Y,296645,https://www.moma.org/collection/works/296645,https://www.moma.org/media/W1siZiIsIjQ3NjkyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=23b6f10ed21b3fe5,,,,,,,,,,
"Haludovo Hotel complex, Malinska, Krk, Croatia","Valentin Jeck, Boris Magaš","69800, 67481","(Swiss, born 1964) (1930–2013)",(Swiss) (),(1964) (1930),(0) (2013),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.31,Architecture,Architecture & Design,2018-10-15,Y,296630,https://www.moma.org/collection/works/296630,https://www.moma.org/media/W1siZiIsIjQ3NjkzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cbb7370487da54a2,,,,,,,,,,
Collage no. 30,Alexander Zossimov,74791,"(Russian, born 1960)",(Russian),(1960),(0),(male),1990,Photocollage,"6 7/8 × 9"" (17.5 × 22.9 cm)",Committee on Architecture and Design Funds,785.2018,Architecture,Architecture & Design,2018-10-15,Y,290225,https://www.moma.org/collection/works/290225,https://www.moma.org/media/W1siZiIsIjQ0MjUwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=94c8028b5211eff3,,,,,17.4625349251,,,22.8600457201,,
"Sava Center, Belgrade, Serbia","Valentin Jeck, Stojan Maksimović","69800, 68207","(Swiss, born 1964) (born 1934)",(Swiss) (),(1964) (1934),(0) (0),(male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.37,Architecture,Architecture & Design,2018-10-15,Y,296633,https://www.moma.org/collection/works/296633,https://www.moma.org/media/W1siZiIsIjQ3Njk0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=21a7813a1d0bef30,,,,,,,,,,
"Avala TV Tower, Mount Avala, Belgrade, Serbia (Exterior view, 2016)","Milan Krstić, Uglješa Bogunović, Slobodan Janjić, Valentin Jeck","68045, 68043, 68044, 69800","(1914–1974) (1922–1994) (born 1928) (Swiss, born 1964)",() () () (Swiss),(1914) (1922) (1928) (1964),(1974) (1994) (0) (0),() () () (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.11,Architecture,Architecture & Design,2018-10-15,Y,283646,https://www.moma.org/collection/works/283646,https://www.moma.org/media/W1siZiIsIjQ3NjkxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5c18a19a8e8928d1,,,,,,,,,,
"Monument to the Fighters Fallen in the People’s Liberation Struggle, Ilirska Bistrica, Slovenia","Živa Baraga, Janez Lenassi, Valentin Jeck","74397, 74398, 69800","(born 1931) (1927–2008) (Swiss, born 1964)",() () (Swiss),(1931) (1927) (1964),(0) (2008) (0),() () (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.23,Architecture,Architecture & Design,2018-10-15,Y,284513,https://www.moma.org/collection/works/284513,https://www.moma.org/media/W1siZiIsIjQ3NjkyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=041acb6aaff2558f,,,,,,,,,,
